broad_class,fold,sentence_id,label,country,mentions,mention_statuses,status,prob_entail,soccat_hit,dict_hit,llm_hit,test_mention,nearest_train_mention,proximity,bin
identities,0,9488,women,France,de femmes,seen,seen,0.9580956,1,1,1,de femmes,de femmes,1.0000001,seen
identities,0,9513,"people with an immigration background, including immigrants",Germany,Ausländer,seen,seen,0.9800253,1,1,1,Ausländer,Ausländer,1.0000001,seen
identities,0,9525,women,Germany,der Sexarbeiterinnen,seen,seen,0.98259395,1,1,0,der Sexarbeiterinnen,der Sexarbeiterinnen,0.9999998,seen
identities,0,9531,women,Germany,legale Sexarbeiterinnen,seen,seen,0.9813649,1,1,0,legale Sexarbeiterinnen,legale Sexarbeiterinnen,1.0,seen
identities,0,9599,women,Germany,jede dritte alleinstehende Neurentnerin,unseen,unseen,0.00011333721,0,0,1,jede dritte alleinstehende Neurentnerin,aux femmes célibataires,0.6787039,Q1
identities,0,9614,Ethnic and racial minorities,Germany,Für schwarze Menschen,seen,seen,0.97051907,1,0,1,Für schwarze Menschen,Les Noirs,0.9045812,seen
identities,0,9625,LGBTQIA+,France,le milieu gay,seen,seen,0.9610855,1,0,1,le milieu gay,le milieu ' gay,0.9961904,seen
identities,0,9630,women,France,les femmes | les Françaises | les étrangères | les musulmanes | les autres | les lesbiennes | les hétérosexuelles,seen | unseen | partial | unseen | no_content | partial | unseen,seen,0.87968653,1,1,1,les femmes,les femmes,1.0000002,seen
identities,0,9630,cisgender and heterosexuals,France,les hétérosexuelles,seen,seen,0.04350976,0,0,1,les hétérosexuelles,des hétérosexuels,0.9587482,seen
identities,0,9630,LGBTQIA+,France,les lesbiennes,partial,partial,0.94043165,1,0,1,les lesbiennes,der queeren Szene,0.7952584,Q3
identities,0,9630,"people with an immigration background, including immigrants",France,les étrangères,seen,seen,0.033777125,0,0,1,les étrangères,les étrangers,0.97047174,seen
identities,0,9630,Muslims,France,les musulmanes,seen,seen,0.20832647,0,0,1,les musulmanes,des musulmans,0.9954247,seen
labor_market_position,0,32,entrepreneurs,Germany,"Unternehmen, die in der Region verwurzelt sind",partial,partial,0.92598814,1,1,1,"Unternehmen, die in der Region verwurzelt sind",des sociétés locales,0.79177284,Q3
labor_market_position,0,40,wage and salary earners,Germany,die Mitarbeiter der Terminbörse,partial,partial,0.92365074,1,1,0,die Mitarbeiter der Terminbörse,des employés,0.8477061,Q4
labor_market_position,0,59,wage and salary earners,Germany,rund 20 000 Mitarbeitern,seen,seen,0.94544923,1,1,1,rund 20 000 Mitarbeitern,ihren fast 20 000 Mitarbeitern,0.9738795,seen
labor_market_position,0,100,wage and salary earners,Germany,Menschen,no_content,no_content,0.93691766,1,0,1,Menschen,Die Leute,0.92179894,
labor_market_position,0,108,wage and salary earners,Germany,der Arbeitnehmer,seen,seen,0.94912285,1,1,1,der Arbeitnehmer,der Arbeitnehmer,0.99999964,seen
labor_market_position,0,200,unemployed,Germany,dreieinhalb Millionen Arbeitslose,partial,partial,0.93053526,1,1,1,dreieinhalb Millionen Arbeitslose,des sans-emploi,0.76391876,Q2
labor_market_position,0,206,entrepreneurs,Germany,"Unternehmen wie wir, die über internationale Kontakte und Einkauf verfügen",partial,partial,0.9579978,1,1,1,"Unternehmen wie wir, die über internationale Kontakte und Einkauf verfügen",d'entreprises internationales,0.83821535,Q3
labor_market_position,0,239,wage and salary earners,Germany,Gewerkschaften,seen,seen,0.9664571,1,1,1,Gewerkschaften,Gewerkschaften,1.0000001,seen
labor_market_position,0,280,wage and salary earners,Germany,arbeitnehmer,seen,seen,0.93948996,1,0,1,arbeitnehmer,Arbeitnehmer,0.97786,seen
labor_market_position,0,302,entrepreneurs,Germany,"ein Dutzend Firmen, die nur noch mit einem Kurs/Gewinn-Verhältnis (KGV) von zehn gehandelt werden",partial,partial,0.9597282,1,1,0,"ein Dutzend Firmen, die nur noch mit einem Kurs/Gewinn-Verhältnis (KGV) von zehn gehandelt werden",50 Unternehmen,0.7146301,Q2
labor_market_position,0,308,wage and salary earners,Germany,Verdi,seen,seen,0.9366142,1,0,0,Verdi,Verdi,1.0,seen
labor_market_position,0,343,entrepreneurs,Germany,der Bars | Discotheken,unseen | unseen,unseen,0.30974692,0,1,1,Discotheken,Sparten,0.6703913,Q1
labor_market_position,0,448,entrepreneurs,Germany,Energieunternehmen | fast jede Untergliederung von Gazprom | Ziegeleien | Wasserwerke,partial | unseen | unseen | partial,partial,0.93185127,1,0,0,Energieunternehmen,ihren Energieversorgern,0.84193957,Q3
labor_market_position,0,573,wage and salary earners,Germany,Personal,seen,seen,0.9370482,1,0,0,Personal,Personal,0.99999994,seen
labor_market_position,0,573,entrepreneurs,Germany,Der gesamte Luftverkehr,partial,partial,0.10623284,0,0,0,Der gesamte Luftverkehr,zivile Airlines,0.7777796,Q2
labor_market_position,0,708,entrepreneurs,Germany,mehr Anwärter,unseen,unseen,0.030257495,0,1,0,mehr Anwärter,Mittelständler,0.67118347,Q1
labor_market_position,0,757,entrepreneurs,Germany,solche Betriebe,seen,seen,0.9338045,1,1,0,solche Betriebe,Betriebe,0.91684985,seen
labor_market_position,0,786,wage and salary earners,Germany,Beschäftigte aus den betroffenen Bereichen,partial,partial,0.93672806,1,0,1,Beschäftigte aus den betroffenen Bereichen,den Arbeitnehmern,0.8717485,Q4
labor_market_position,0,793,wage and salary earners,Germany,Personal,seen,seen,0.9597476,1,1,1,Personal,Personal,0.99999994,seen
labor_market_position,0,793,unemployed,Germany,Arbeitslosen,seen,seen,0.92973167,1,0,0,Arbeitslosen,Arbeitslosen,1.0000001,seen
labor_market_position,0,804,CEOs and corporate leaders,Germany,dem deutschen Management,partial,partial,0.9383427,1,0,1,dem deutschen Management,seine deutschen Statthalter,0.7877199,Q2
labor_market_position,0,840,wage and salary earners,Germany,8400 Mitarbeitern,seen,seen,0.9298208,1,1,1,8400 Mitarbeitern,2 800 employés,0.82123065,seen
labor_market_position,0,861,entrepreneurs,Germany,Unternehmens,seen,seen,0.91813433,1,1,0,Unternehmens,Unternehmens,1.0,seen
labor_market_position,0,983,entrepreneurs,Germany,die Bank,seen,seen,0.00088297646,0,1,0,die Bank,der Bank,0.9854335,seen
labor_market_position,0,994,entrepreneurs,Germany,einzelnen Unternehmen wie TSMC,partial,partial,0.93500763,1,1,0,einzelnen Unternehmen wie TSMC,Wettbewerber von TSMC,0.83620435,Q3
labor_market_position,0,1007,entrepreneurs,Germany,Autobauer,partial,partial,0.014845026,0,0,1,Autobauer,der Auto-,0.82009554,Q3
labor_market_position,0,1034,CEOs and corporate leaders,Germany,Managerinnen,partial,partial,0.084434375,0,0,1,Managerinnen,Managern,0.8905692,Q4
labor_market_position,0,1070,wage and salary earners,Germany,Tausende Aushilfen,partial,partial,0.026419912,0,0,1,Tausende Aushilfen,de nombreux effectifs,0.6607207,Q1
labor_market_position,0,1087,retirees,Germany,der Senioren,seen,seen,0.93995327,1,0,0,der Senioren,Senioren,0.9752388,seen
labor_market_position,0,1107,entrepreneurs,Germany,Händler,seen,seen,0.0317854,0,1,0,Händler,Händler,1.0,seen
labor_market_position,0,1107,unemployed,Germany,Arbeitslosen,seen,seen,0.91718984,1,0,1,Arbeitslosen,Arbeitslosen,1.0000001,seen
labor_market_position,0,1116,wage and salary earners,Germany,die Mitarbeiterinnen,seen,seen,0.9212956,1,0,1,die Mitarbeiterinnen,Die Mitarbeiterinnen,0.994395,seen
labor_market_position,0,1183,wage and salary earners,Germany,Die Mitarbeiter in Bochum,partial,partial,0.9503349,1,1,1,Die Mitarbeiter in Bochum,die Mitarbeiter der Bochumer Fabrik,0.8340891,Q3
labor_market_position,0,1242,wage and salary earners,Germany,unsere Arbeitnehmer,seen,seen,0.95210415,1,1,1,unsere Arbeitnehmer,nos salariés,0.99167216,seen
labor_market_position,0,1391,entrepreneurs,Germany,"""normalen"" Automarken wie VW, Seat oder Skoda | Luxus-Marken",partial | partial,partial,0.9316989,1,0,0,Luxus-Marken,die großen Luxusmarken,0.943854,Q5
labor_market_position,0,1496,entrepreneurs,Germany,der Branche,seen,seen,0.95166326,1,1,0,der Branche,der Branche,0.99999976,seen
labor_market_position,0,1579,entrepreneurs,Germany,einer der erfolgreichsten Unternehmer Deutschlands,partial,partial,0.027049456,0,0,1,einer der erfolgreichsten Unternehmer Deutschlands,der deutschen Unternehmen,0.7116269,Q2
labor_market_position,0,1643,entrepreneurs,Germany,Geschäften | Firmen,partial | seen,seen,0.8749752,1,1,0,Firmen,Firmen,0.9999999,seen
labor_market_position,0,1712,entrepreneurs,Germany,Unternehmen mit hohen  Marktanteilen im digitalen Bereich,partial,partial,0.96702194,1,1,0,Unternehmen mit hohen Marktanteilen im digitalen Bereich,der größten Internet-Unternehmen der Welt,0.7558433,Q2
labor_market_position,0,1713,entrepreneurs,Germany,Unternehmen,seen,seen,0.8710332,1,1,0,Unternehmen,Unternehmen,1.0000001,seen
labor_market_position,0,1729,entrepreneurs,Germany,Fintechs,seen,seen,0.8019978,1,0,0,Fintechs,den Fintechs,0.9676838,seen
labor_market_position,0,1811,entrepreneurs,Germany,der britischen Finanzbranche,partial,partial,0.95636684,1,0,0,der britischen Finanzbranche,Banken und Finanzdienstleistern,0.8188477,Q3
labor_market_position,0,1840,CEOs and corporate leaders,Germany,Vorstandsmitglieder,partial,partial,0.5230573,1,0,1,Vorstandsmitglieder,Der Vorstand,0.9454445,Q5
labor_market_position,0,2048,wage and salary earners,Germany,Die Mitarbeiterinnen,seen,seen,0.876992,1,0,1,Die Mitarbeiterinnen,Die Mitarbeiterinnen,1.0000001,seen
labor_market_position,0,2106,entrepreneurs,Germany,Branchen,seen,seen,0.1414647,0,0,0,Branchen,Branchen,0.9999999,seen
labor_market_position,0,2252,entrepreneurs,Germany,Fintechs,seen,seen,0.9420279,1,0,1,Fintechs,den Fintechs,0.9676838,seen
labor_market_position,0,2258,entrepreneurs,Germany,die hoch gelobte Zertifikate-Branche,partial,partial,0.9709556,1,1,1,die hoch gelobte Zertifikate-Branche,les professionnels,0.59324706,Q1
labor_market_position,0,2289,entrepreneurs,Germany,die Pharmahersteller,seen,seen,0.9587006,1,0,1,die Pharmahersteller,die Pharmahersteller,0.9999999,seen
labor_market_position,0,2325,entrepreneurs,Germany,zum Unternehmer | vielen Unternehmen,seen | seen,seen,0.9244339,1,1,1,vielen Unternehmen,Viele Unternehmen,0.9980824,seen
labor_market_position,0,2479,CEOs and corporate leaders,Germany,der Unternehmenslenker,unseen,unseen,0.92375976,1,0,1,der Unternehmenslenker,Konzernspitze,0.92746985,Q5
labor_market_position,0,2485,entrepreneurs,Germany,Discountern,seen,seen,0.9509481,1,0,0,Discountern,der Discounter,0.9289845,seen
labor_market_position,0,2500,wage and salary earners,Germany,reinen Gehaltsempfängern,unseen,unseen,0.0017628015,0,0,1,reinen Gehaltsempfängern,des salariés du privé,0.6636051,Q1
labor_market_position,0,2530,entrepreneurs,Germany,Autozulieferer | im Bereich Rüstung,partial | partial,partial,0.8709704,1,0,0,Autozulieferer,Die Autozuliefer-Sparte,0.95408726,Q5
labor_market_position,0,2532,entrepreneurs,Germany,der Unternehmen,seen,seen,0.9607592,1,1,0,der Unternehmen,der Unternehmen,1.0000002,seen
labor_market_position,0,2545,entrepreneurs,Germany,Unternehmen,seen,seen,0.9462382,1,1,0,Unternehmen,Unternehmen,0.99999994,seen
labor_market_position,0,2547,entrepreneurs,Germany,andere Unternehmen,seen,seen,0.95626205,1,1,1,andere Unternehmen,andere Unternehmen,1.0000001,seen
labor_market_position,0,2548,entrepreneurs,Germany,Schlachthöfe,unseen,unseen,0.0019997405,0,0,0,Schlachthöfe,Sparten,0.7527791,Q2
labor_market_position,0,2567,entrepreneurs,Germany,Kaufhaus,partial,partial,0.8204067,1,0,0,Kaufhaus,les magasins de détail,0.6809807,Q1
labor_market_position,0,2635,entrepreneurs,Germany,Unternehmen,seen,seen,0.9290917,1,1,0,Unternehmen,Unternehmen,0.99999994,seen
labor_market_position,0,2742,entrepreneurs,Germany,"Portale wie ""Mysugardaddy.eu"" oder ""Rubensfans.de""",partial,partial,0.008373764,0,0,0,"Portale wie ""Mysugardaddy.eu"" oder ""Rubensfans.de",Großklubs wie der FC Bayern,0.5485853,Q1
labor_market_position,0,2758,civil servants,Germany,den Beamten des Finanzministers,partial,partial,0.0104868505,0,0,1,den Beamten des Finanzministers,Les fonctionnaires des finances,0.81177914,Q3
labor_market_position,0,2862,wage and salary earners,Germany,ihre künftigen Mitarbeiter,partial,partial,0.9359701,1,1,0,ihre künftigen Mitarbeiter,plusieurs salariés de futurs CPI,0.9096726,Q5
labor_market_position,0,2862,CEOs and corporate leaders,Germany,Personalchefs,partial,partial,0.25834242,0,0,0,Personalchefs,les gérants,0.75270003,Q2
labor_market_position,0,2878,entrepreneurs,Germany,ihrer Öllobby,unseen,unseen,0.023264907,0,0,1,ihrer Öllobby,der Zunft,0.80005485,Q3
labor_market_position,0,2940,entrepreneurs,France,Aucune société,seen,seen,0.9347653,1,1,1,Aucune société,Kein Unternehmen,0.9447673,seen
labor_market_position,0,2952,CEOs and corporate leaders,France,dirigeants,seen,seen,0.03019134,0,1,1,dirigeants,Führungskräfte,0.9764476,seen
labor_market_position,0,3019,unemployed,France,"de Français sans abri, victimes du chômage, de la pauvreté, de l'exclusion",partial,partial,0.0007715549,0,0,0,"de Français sans abri, victimes du chômage, de la pauvreté, de l'exclusion",der arbeitslosen Flüchtlinge,0.7894522,Q3
labor_market_position,0,3093,entrepreneurs,France,des entreprises,seen,seen,0.9605864,1,1,1,des entreprises,des entreprises,1.0,seen
labor_market_position,0,3133,wage and salary earners,France,une main-d'oeuvre spécialisée,partial,partial,0.19726934,0,0,0,une main-d'oeuvre spécialisée,de travailleurs,0.8618186,Q4
labor_market_position,0,3330,CEOs and corporate leaders,France,aux patrons de ses groupes industriels,partial,partial,0.8904024,1,0,1,aux patrons de ses groupes industriels,bien des chefs d’entreprise,0.8548949,Q4
labor_market_position,0,3330,entrepreneurs,France,ses groupes industriels,partial,partial,0.90954685,1,0,0,ses groupes industriels,les industriels,0.9258992,Q5
labor_market_position,0,3382,wage and salary earners,France,la CGT.,seen,seen,0.96011364,1,1,1,la CGT,la CGT,1.0,seen
labor_market_position,0,3406,entrepreneurs,France,aux signataires,unseen,unseen,0.000319077,0,0,0,aux signataires,Genossenschafts,0.6715245,Q1
labor_market_position,0,3424,wage and salary earners,France,syndicales,seen,seen,0.9397117,1,1,1,syndicales,syndicalistes,0.8934887,seen
labor_market_position,0,3424,employers,France,les représentants des organisations officielles patronales,partial,partial,0.87177104,1,0,1,les représentants des organisations officielles patronales,l'organisation patronale,0.8544421,Q4
labor_market_position,0,3426,wage and salary earners,France,les secrétaires généraux de la CGT et de la CFDT,partial,partial,0.90721864,1,1,1,les secrétaires généraux de la CGT et de la CFDT,la CFDT,0.6781296,Q1
labor_market_position,0,3430,entrepreneurs,France,les grandes surfaces | le secteur des industries agroalimentaires | le secteur des industries agroalimentaires,partial | partial | partial,partial,0.941812,1,0,1,le secteur des industries agroalimentaires,l'agro-industrie,0.952623,Q5
labor_market_position,0,3478,entrepreneurs,France,aux petits commerces existants,partial,partial,0.9466815,1,0,1,aux petits commerces existants,le petit commerce,0.9279953,Q5
labor_market_position,0,3595,entrepreneurs,France,l'industrie pharmaceutique | l'industrie pharmaceutique,seen | seen,seen,0.93231523,1,1,1,l'industrie pharmaceutique,l'industrie pharmaceutique,0.99999976,seen
labor_market_position,0,3637,entrepreneurs,France,des plus gros groupes d'élevage,partial,partial,0.0015015139,0,0,0,des plus gros groupes d'élevage,der Wirtshäuser auf dem Land,0.66105485,Q1
labor_market_position,0,3640,entrepreneurs,France,les Saoudiens,partial,partial,6.638505e-05,0,0,0,les Saoudiens,"Unternehmen, die in Bezug auf Medizin und Gesundheitstechnik den Nahen und Mittleren Osten im Blick haben",0.4766851,Q1
labor_market_position,0,3666,entrepreneurs,France,les entreprises françaises,partial,partial,0.9634239,1,1,1,les entreprises françaises,le Mouvement des entreprises de France (Medef,0.85537416,Q4
labor_market_position,0,3693,wage and salary earners,France,le syndicat,seen,seen,0.96541816,1,1,1,le syndicat,le syndicat,1.0,seen
labor_market_position,0,3705,entrepreneurs,France,des entreprises,seen,seen,0.9627079,1,1,1,des entreprises,des entreprises,1.0,seen
labor_market_position,0,3732,entrepreneurs,France,Les petits commerces | Les petits commerces | des réseaux de franchise,seen | seen | partial,seen,0.95754987,1,0,1,Les petits commerces,le petit commerce,0.96189076,seen
labor_market_position,0,3813,wage and salary earners,France,Le personnel des grandes firmes européennes,partial,partial,0.9466144,1,1,1,Le personnel des grandes firmes européennes,les salariés des grandes entreprises,0.7886323,Q2
labor_market_position,0,3824,entrepreneurs,France,de fabricants concurrents,partial,partial,0.94103354,1,0,1,de fabricants concurrents,andere Hersteller,0.9194187,Q5
labor_market_position,0,3849,CEOs and corporate leaders,France,les nouveaux dirigeants de KirchMedia | ceux de la chaîne à péage en difficulté de Kirch,partial | partial,partial,0.88536793,1,1,1,ceux de la chaîne à péage en difficulté de Kirch,chefs d’entrepris,0.5933801,Q1
labor_market_position,0,3910,entrepreneurs,France,des entreprises qui recrutent,partial,partial,0.8967601,1,1,0,des entreprises qui recrutent,aux entreprises,0.8286896,Q3
labor_market_position,0,3910,unemployed,France,Les chômeurs,seen,seen,0.95949274,1,1,1,Les chômeurs,des chômeurs,0.9973404,seen
labor_market_position,0,3928,wage and salary earners,France,200 personnes,no_content,no_content,0.0133203715,0,0,1,200 personnes,200 personnes,1.0,
labor_market_position,0,3966,wage and salary earners,France,Les soixante-dix-sept grévistes,seen,seen,0.0015340748,0,0,1,Les soixante-dix-sept grévistes,des grévistes,0.75722206,seen
labor_market_position,0,4029,entrepreneurs,France,les commerçants,seen,seen,0.96073437,1,1,1,les commerçants,les commerçants,0.99999976,seen
labor_market_position,0,4052,employers,France,du CNPF | patronal,partial | seen,seen,0.052630033,0,0,1,du CNPF,patron du CNPF,0.93381274,seen
labor_market_position,0,4066,CEOs and corporate leaders,France,Les sept groupes | aux cadres,partial | partial,partial,0.052935712,0,0,0,aux cadres,cadres supérieurs,0.8654826,Q4
labor_market_position,0,4129,CEOs and corporate leaders,France,le conseil d'administration de Vivendi,partial,partial,0.023714352,0,0,0,le conseil d'administration de Vivendi,Der Vorstand,0.5962367,Q1
labor_market_position,0,4184,entrepreneurs,France,les firmes dont ils détiennent des titres,partial,partial,0.9077093,1,0,0,les firmes dont ils détiennent des titres,die Beteiligungsgesellschaften,0.8959788,Q4
labor_market_position,0,4215,wage and salary earners,France,l'employé,seen,seen,0.43665704,0,0,1,l'employé,du salarié,0.9622034,seen
labor_market_position,0,4242,wage and salary earners,France,main-d'oeuvre,partial,partial,0.1252105,0,0,0,main-d'oeuvre,La main-d’œuvre comorienne,0.66472113,Q1
labor_market_position,0,4252,entrepreneurs,France,des entreprises,seen,seen,0.9569312,1,1,0,des entreprises,des entreprises,1.0,seen
labor_market_position,0,4262,retirees,France,retraités,seen,seen,0.0038199376,0,0,1,retraités,des retraités,0.96790254,seen
labor_market_position,0,4279,wage and salary earners,France,les leaders syndicaux | les syndicats | FSU | Unsa | CGT | CFDT,partial | seen | unseen | partial | seen | seen,seen,0.9065121,1,1,1,CGT,CGT,1.0,seen
labor_market_position,0,4284,wage and salary earners,France,les employés,seen,seen,0.9587227,1,1,1,les employés,des employés,0.99576616,seen
labor_market_position,0,4318,civil servants,France,les fonctionnaires,seen,seen,0.91638964,1,1,1,les fonctionnaires,les fonctionnaires,1.0,seen
labor_market_position,0,4322,entrepreneurs,France,Les groupes de la haute technologie,partial,partial,0.1451115,0,0,1,Les groupes de la haute technologie,des leaders technologiques dans ce domaine,0.82786274,Q3
labor_market_position,0,4342,entrepreneurs,France,les constructeurs,seen,seen,0.9529905,1,1,1,les constructeurs,les constructeurs,0.99999994,seen
labor_market_position,0,4344,entrepreneurs,France,des entreprises,seen,seen,0.9561743,1,1,0,des entreprises,des entreprises,1.0,seen
labor_market_position,0,4369,wage and salary earners,France,certains salariés,seen,seen,0.9650702,1,1,1,certains salariés,des salariés,0.9628712,seen
labor_market_position,0,4397,entrepreneurs,France,les industriels américains | des entreprises chinoises,partial | seen,seen,0.9290879,1,1,1,des entreprises chinoises,Les entreprises chinoises,0.99076843,seen
labor_market_position,0,4428,entrepreneurs,France,Les constructeurs automobiles | les autres industries exportatrices,seen | partial,seen,0.95440316,1,1,1,Les constructeurs automobiles,des constructeurs automobiles,0.9909712,seen
labor_market_position,0,4467,entrepreneurs,France,l'entreprise | les sociétés chargées du recrutement,seen | partial,seen,0.891004,1,1,1,l'entreprise,l'entreprise,0.99999994,seen
labor_market_position,0,4467,unemployed,France,de bons candidats,partial,partial,7.5008495e-05,0,0,0,de bons candidats,les candidates idéales,0.8251868,Q3
labor_market_position,0,4496,civil servants,France,les fonctionnaires,seen,seen,0.9118502,1,1,1,les fonctionnaires,les fonctionnaires,1.0,seen
labor_market_position,0,4532,employers,France,aux patrons,seen,seen,0.9317009,1,1,1,aux patrons,des patrons,0.96475255,seen
labor_market_position,0,4564,wage and salary earners,France,syndica,seen,seen,0.95954925,1,1,1,syndica,syndicaux,0.9291893,seen
labor_market_position,0,4564,employers,France,patronat,seen,seen,0.88595,1,1,1,patronat,Le patronat,0.8986608,seen
labor_market_position,0,4612,entrepreneurs,France,Les commerçants du centre-ville,partial,partial,0.95903826,1,1,1,Les commerçants du centre-ville,Die Markenboutiquen in der Stadt,0.8690549,Q4
labor_market_position,0,4629,CEOs and corporate leaders,France,tous les dirigeants,seen,seen,0.5776837,1,1,1,tous les dirigeants,die Führungskräfte,0.8711013,seen
labor_market_position,0,4684,employers,France,L'organisation patronale,seen,seen,0.85862935,1,0,1,L'organisation patronale,l'organisation patronale,0.99817705,seen
labor_market_position,0,4703,wage and salary earners,France,la majorité des salariés,partial,partial,0.9646989,1,1,1,la majorité des salariés,la majorité des employés,0.9873734,Q5
labor_market_position,0,4776,wage and salary earners,France,syndicat professionnel,partial,partial,0.9138833,1,1,0,syndicat professionnel,du syndicat,0.9024097,Q5
labor_market_position,0,4788,entrepreneurs,France,des entreprises,seen,seen,0.9126683,1,1,0,des entreprises,des entreprises,1.0,seen
labor_market_position,0,4809,entrepreneurs,France,des entreprises,seen,seen,0.9615676,1,1,0,des entreprises,des entreprises,1.0,seen
labor_market_position,0,4862,entrepreneurs,France,du secteur industriel,seen,seen,0.86349237,1,0,0,du secteur industriel,égard des industriels du secteur,0.96429884,seen
labor_market_position,0,4878,entrepreneurs,France,d'autres entreprises,seen,seen,0.93263054,1,1,1,d'autres entreprises,anderen Firmen,0.9800922,seen
labor_market_position,0,4883,wage and salary earners,France,d'un employeur | Les syndicats,unseen | seen,seen,0.95960844,1,1,1,Les syndicats,Les syndicats,1.0,seen
labor_market_position,0,4896,entrepreneurs,France,aux industriels,seen,seen,0.95755064,1,0,1,aux industriels,les industriels,0.97304463,seen
labor_market_position,0,4903,wage and salary earners,France,jeunes,partial,partial,0.020723542,0,0,0,jeunes,des jeunes professionnels,0.8247607,Q3
labor_market_position,0,4974,wage and salary earners,France,les personnels,seen,seen,0.9246713,1,0,1,les personnels,les personnels,1.0000001,seen
labor_market_position,0,5034,employers,France,servit les grands « patrons,partial,partial,0.118380226,0,1,0,servit les grands « patrons,les patrons,0.8088607,Q3
labor_market_position,0,5048,wage and salary earners,France,les organisations,partial,partial,0.0033753258,0,0,0,les organisations,aux organisations professionnelles de salariés,0.7992584,Q3
labor_market_position,0,5051,wage and salary earners,France,des salariés du privé,seen,seen,0.94421977,1,1,1,des salariés du privé,des salariés du privé,0.9999999,seen
labor_market_position,0,5051,civil servants,France,des fonctionnaires,seen,seen,0.9167085,1,1,1,des fonctionnaires,des fonctionnaires,1.0000001,seen
labor_market_position,0,5051,unemployed,France,des chômeurs,seen,seen,0.926495,1,1,1,des chômeurs,des chômeurs,1.0,seen
labor_market_position,0,5051,retirees,France,des retraités,seen,seen,0.024601744,0,0,1,des retraités,des retraités,1.0000001,seen
labor_market_position,0,5089,entrepreneurs,France,"des entreprises prestigieuses de la mode, du luxe, de la communication ou de l'audiovisuel",partial,partial,0.8816875,1,1,0,"des entreprises prestigieuses de la mode, du luxe, de la communication ou de l'audiovisuel",die großen Luxusmarken,0.80893797,Q3
labor_market_position,0,5122,wage and salary earners,France,syndicats,seen,seen,0.952919,1,1,1,syndicats,gewerkschaftlichen,0.86002475,seen
labor_market_position,0,5122,employers,France,patronat,seen,seen,0.88106924,1,1,1,patronat,Le patronat,0.8986608,seen
labor_market_position,0,5160,wage and salary earners,France,les employés de chaque structure,partial,partial,0.9551645,1,1,1,les employés de chaque structure,der Beschäftigten,0.82816917,Q3
labor_market_position,0,5199,wage and salary earners,France,La CGT,seen,seen,0.9664574,1,1,1,La CGT,La CGT,0.99999994,seen
labor_market_position,0,5220,wage and salary earners,France,Les syndicats,seen,seen,0.96480757,1,1,1,Les syndicats,Les syndicats,1.0,seen
labor_market_position,0,5332,wage and salary earners,France,des salariés,seen,seen,0.9512456,1,1,1,des salariés,des salariés,1.0000001,seen
labor_market_position,0,5332,unemployed,France,de chômeurs,seen,seen,0.93834823,1,1,1,de chômeurs,de chômeurs,0.99999994,seen
labor_market_position,0,5417,entrepreneurs,France,139 entreprises non rentables,partial,partial,0.88441414,1,1,0,139 entreprises non rentables,angeschlagenen Unternehmen,0.71476954,Q2
labor_market_position,0,5419,wage and salary earners,France,syndicalistes,seen,seen,0.95032865,1,0,1,syndicalistes,syndicalistes,1.0,seen
labor_market_position,0,5419,civil servants,France,hauts fonctionnaires,seen,seen,0.877951,1,1,1,hauts fonctionnaires,hochrangigen Beamten,0.9724004,seen
labor_market_position,0,5419,employers,France,patrons,seen,seen,0.13138881,0,1,1,patrons,les patrons,0.7042145,seen
labor_market_position,0,5425,entrepreneurs,France,commerçants,seen,seen,0.9093458,1,1,1,commerçants,les commerçants,0.97217345,seen
labor_market_position,0,5426,entrepreneurs,France,nos entreprises | celles des pays produisant sans protection sociale et environnementale,seen | partial,seen,0.93855715,1,1,1,nos entreprises,d'entreprises,0.9100976,seen
labor_market_position,0,5445,housewives and househusbands,France,des femmes au foyer,seen,seen,0.9334749,1,1,1,des femmes au foyer,des femmes au foyer,1.0000001,seen
labor_market_position,0,5508,entrepreneurs,France,d'actionnaires américains,partial,partial,0.0014304467,0,0,0,d'actionnaires américains,die Beteiligungsgesellschaften,0.83170295,Q3
labor_market_position,0,5521,entrepreneurs,France,Une équipe de professionnels,partial,partial,0.0016197037,0,0,0,Une équipe de professionnels,les professionnels,0.77772987,Q2
labor_market_position,0,5530,wage and salary earners,France,des travailleurs,seen,seen,0.9354319,1,1,1,des travailleurs,des travailleurs,0.99999994,seen
labor_market_position,0,5564,entrepreneurs,France,les jeunes comédiens,partial,partial,4.6471385e-05,0,0,0,les jeunes comédiens,Les artisans du spectacle,0.6458508,Q1
labor_market_position,0,5565,entrepreneurs,France,plusieurs grandes marques,partial,partial,0.92780954,1,0,0,plusieurs grandes marques,plusieurs entreprises,0.8212485,Q3
labor_market_position,0,5586,civil servants,France,25 000 fonctionnaires,seen,seen,0.9187872,1,1,1,25 000 fonctionnaires,Zehntausende Beamte,0.749519,seen
labor_market_position,0,5608,wage and salary earners,Germany,erboster Gewerkschaftsmitglieder,partial,partial,0.941459,1,1,1,erboster Gewerkschaftsmitglieder,gewerkschaftlichen,0.8489155,Q4
labor_market_position,0,5742,wage and salary earners,Germany,nicht alle unsere Kollegen,seen,seen,0.008654743,0,0,1,nicht alle unsere Kollegen,unsere Kollegen,0.77382874,seen
labor_market_position,0,5742,entrepreneurs,Germany,den Tochterfirmen,seen,seen,0.8933384,1,0,0,den Tochterfirmen,die Tochterfirmen,0.988674,seen
