broad_class,fold,sentence_id,label,country,mentions,mention_statuses,status,prob_entail,soccat_hit,dict_hit,llm_hit
identities,0,3469,"people with an immigration background, including immigrants",France,le migrateur,partial,partial,0.16683517,0,0,1
identities,0,4156,Muslims,France,17 000 Français musulmans,partial,partial,0.001315852,0,0,1
identities,0,4181,women,France,des mamans venues avec leurs bambins dans des poussettes,partial,partial,0.9802806,1,0,0
identities,0,4294,"people with an immigration background, including immigrants",France,des familles « lourdes » d'immigrés qui posent des problèmes sociaux,partial,partial,0.98358256,1,0,1
identities,0,4325,women,France,trois à vingt autres hôtesses,seen,seen,0.0002133128,0,0,0
identities,0,4332,women,France,des femmes,seen,seen,0.9827344,1,1,1
identities,0,4438,women,France,les femmes de cinquante à soixante-neuf ans,partial,partial,0.9821929,1,1,1
identities,0,4448,women,France,Les femmes,seen,seen,0.9829184,1,1,1
identities,0,4533,Christians,France,des prêtres orthodoxes extrémistes,partial,partial,0.97675246,1,0,1
identities,0,4655,women,France,des chanteuses françaises,partial,partial,0.0036147542,0,0,0
identities,0,4681,women,France,les femmes présentes,partial,partial,0.123312786,0,1,1
identities,0,4681,Jews,France,les Juifs,seen,seen,0.9770448,1,1,1
identities,0,4681,Muslims,France,les femmes présentes,unseen,unseen,0.00014769926,0,0,0
identities,0,4682,"people with an immigration background, including immigrants",France,des sans-papiers,seen,seen,0.0007000522,0,0,1
identities,0,4687,women,France,des femmes,seen,seen,0.983095,1,1,1
identities,0,4761,women,France,des colonnes de femmes,partial,partial,0.87634325,1,1,1
identities,0,4858,Muslims,France,perdre aux fondamentalistes musulmans,partial,partial,0.9767865,1,0,1
identities,0,4868,Muslims,France,aux extrémistes musulmans,partial,partial,0.9804186,1,0,1
identities,0,4897,men,France,Si les petits garçons,partial,partial,0.9769966,1,1,0
identities,0,4897,women,France,beaucoup de petites filles,partial,partial,0.97578615,1,1,0
identities,0,5280,"people with an immigration background, including immigrants",France,les clandestins,seen,seen,0.9826805,1,0,1
identities,0,5434,Christians,France,les jésuites,seen,seen,0.108486705,0,0,0
identities,0,5447,"people with an immigration background, including immigrants",France,des immigrés,seen,seen,0.97651255,1,0,1
identities,0,5455,Jews,France,juive,partial,partial,0.97664136,1,0,1
identities,0,5503,disabled people,France,les Handicapés,seen,seen,0.97415924,1,1,1
identities,0,5576,men,France,les jeunes hommes,seen,seen,0.98029524,1,1,1
identities,0,5576,women,France,Les jeunes filles,seen,seen,0.9807162,1,1,1
identities,0,5579,Jews,France,des Juifs | les Juifs d'Europe,seen | seen,seen,0.97889644,1,1,1
identities,0,5632,men,Germany,"Die Jungs, die reingekommen sind",partial,partial,0.9833208,1,1,1
identities,0,5636,men,Germany,"bodenständige, gute Typen",unseen,unseen,8.2503466e-05,0,0,0
identities,0,5747,"people with an immigration background, including immigrants",Germany,"gut 4000 Flüchtlinge, davon 1315 in der Bayernkaserne, deren Obergrenze bei 1200 liegt",partial,partial,0.983556,1,1,1
identities,0,5766,Christians,Germany,der katholischen Gemeinde,partial,partial,0.9822114,1,0,1
identities,0,5779,"people with an immigration background, including immigrants",Germany,Migranten,seen,seen,0.9822076,1,1,1
identities,0,5800,disabled people,Germany,behinderte Kinder,partial,partial,0.9806191,1,0,1
identities,0,5867,women,Germany,Leserinnen,unseen,unseen,0.97329456,1,0,1
identities,0,5872,disabled people,Germany,Behinderten,seen,seen,0.9831771,1,1,1
identities,0,5987,disabled people,Germany,darauf angewiesene Personen,partial,partial,0.98164266,1,0,1
identities,0,6084,"people with an immigration background, including immigrants",Germany,die Flüchtlinge,seen,seen,0.9835759,1,1,1
identities,0,6144,Christians,Germany,den Pfarrer,unseen,unseen,0.0069098915,0,0,1
identities,0,6250,men,Germany,Die verlorenen Männer | Söhne,partial | seen,seen,0.979076,1,1,1
identities,0,6284,men,Germany,den Männern,seen,seen,0.9829064,1,1,1
identities,0,6322,"people with an immigration background, including immigrants",Germany,die Flüchtlinge,seen,seen,0.98364973,1,1,1
identities,0,6323,women,Germany,Zuschauerinnen | eine Frau | Frauen,unseen | seen | seen,seen,0.97674304,1,1,1
identities,0,6436,women,Germany,eine Sängerin | den Jazzsängerinnen,partial | unseen,partial,0.97271055,1,0,0
identities,0,6438,"people with an immigration background, including immigrants",Germany,bis zu 200 000 arbeitslose Flüchtlinge,seen,seen,0.98360556,1,1,1
identities,0,6544,Jews,Germany,jüdische,partial,partial,0.96974283,1,0,1
identities,0,6547,Christians,Germany,seine Wähler aus dem Bibelgürtel,unseen,unseen,0.018639298,0,0,1
identities,0,6591,women,Germany,Frauen,seen,seen,0.9811443,1,1,1
identities,0,6599,women,Germany,"eine sportliche, junge Frau",partial,partial,0.007044016,0,1,1
identities,0,6636,men,Germany,Männer,seen,seen,0.9826864,1,0,1
identities,0,6636,LGBTQIA+,Germany,"Ein Mann, der zur Frau werde",seen,seen,0.004952822,0,0,1
identities,0,6717,women,Germany,"moderne junge Frauen, die in queeren Kreisen verkehren | Feministinnen | jene Mädchen, die ­keine Lust auf rosa Tüll hatten",partial | partial | partial,partial,0.9792494,1,1,1
identities,0,6917,men,Germany,der Sohn,seen,seen,0.04165812,0,0,0
identities,0,6917,women,Germany,eine verheiratete Tochter,partial,partial,0.06139005,0,0,0
identities,0,6939,disabled people,Germany,Blinde,seen,seen,0.032271955,0,0,1
identities,0,6998,women,Germany,das Frausein,partial,partial,0.9794971,1,1,1
identities,0,6998,LGBTQIA+,Germany,Eine Frau,seen,seen,0.003478667,0,0,1
identities,0,7162,"people with an immigration background, including immigrants",Germany,den rund 40 000 neu Angekommenen,partial,partial,0.020276826,0,0,1
identities,0,7179,"people with an immigration background, including immigrants",Germany,die Flüchtlinge,seen,seen,0.98375374,1,1,1
identities,0,7214,women,Germany,Die Verkäuferinnen,partial,partial,0.072589666,0,0,0
identities,0,7291,women,Germany,Frauen,seen,seen,0.98280495,1,1,1
identities,0,7362,women,Germany,"Frauen | Kölner Verein ""Frauen gegen Gewalt""",seen | partial,seen,0.98173887,1,1,1
identities,0,7375,"people with an immigration background, including immigrants",Germany,Ausländern,seen,seen,0.9812212,1,0,1
identities,0,7612,women,Germany,Frauen,seen,seen,0.9782039,1,1,1
identities,0,7612,LGBTQIA+,Germany,trans Frauen,seen,seen,0.97373736,1,1,1
identities,0,7683,women,Germany,Frau,seen,seen,0.9796824,1,1,1
identities,0,7760,women,Germany,Frauen,seen,seen,0.98144686,1,0,1
identities,0,7817,men,Germany,Männern,seen,seen,0.9815253,1,1,1
identities,0,7817,women,Germany,Frauen im Mainstreamporno | Frauen,partial | seen,seen,0.98270214,1,1,1
identities,0,7822,men,Germany,jungen Männern,seen,seen,0.98311806,1,1,1
identities,0,7878,disabled people,Germany,zehn Millionen Menschen mit körperlichen | geistigen Einschränkungen,partial | partial,partial,0.9431678,1,0,1
identities,0,8037,women,Germany,Frauen,seen,seen,0.9826043,1,1,1
identities,0,8059,women,Germany,Frauen,seen,seen,0.14504243,0,1,1
identities,0,8059,"people with an immigration background, including immigrants",Germany,Flüchtlingen,seen,seen,0.97855294,1,1,1
identities,0,8157,"people with an immigration background, including immigrants",France,Plus de 95 000 migrants,seen,seen,0.98132104,1,1,1
identities,0,8201,"people with an immigration background, including immigrants",France,"de jeunes peu ou pas scolarisés dans leur pays d’origine, affectés dans des lycées professionnels avec des cours de remise à niveau",partial,partial,0.00067955075,0,0,1
identities,0,8248,"people with an immigration background, including immigrants",France,les étrangers en situation régulière,partial,partial,0.9824483,1,0,1
identities,0,8274,men,France,Polonais,unseen,unseen,5.9781163e-05,0,0,0
identities,0,8281,"people with an immigration background, including immigrants",France,les expulsés,unseen,unseen,0.0056569674,0,0,1
identities,0,8389,"people with an immigration background, including immigrants",France,de personnes migrantes,seen,seen,0.9816389,1,0,1
identities,0,8465,women,France,les femmes,seen,seen,0.98288786,1,1,1
identities,0,8500,Jews,France,Les juifs,seen,seen,0.9766898,1,1,1
identities,0,8511,men,France,les hommes,seen,seen,0.9830237,1,1,1
identities,0,8528,Christians,France,les mandéens,unseen,unseen,0.9784309,1,1,1
identities,0,8565,"people with an immigration background, including immigrants",France,des étrangers,seen,seen,0.09268375,0,0,0
identities,0,8587,women,France,les jeunes femmes,partial,partial,0.9803649,1,1,1
identities,0,8600,women,France,aux femmes,seen,seen,0.98270136,1,1,1
identities,0,8611,Ethnic and racial minorities,France,des Gitans,partial,partial,0.013069823,0,0,1
identities,0,8743,"people with an immigration background, including immigrants",France,des « migrants »,seen,seen,0.9823199,1,1,1
identities,0,8775,multiple (or other) religious or minority groups,France,minorités,seen,seen,0.09305278,0,0,1
identities,0,8804,"people with an immigration background, including immigrants",France,des réfugiés,seen,seen,0.9834458,1,1,1
identities,0,8899,Ethnic and racial minorities,France,la communauté rom,partial,partial,0.10380845,0,0,1
identities,0,8971,multiple (or other) religious or minority groups,France,aux supérieurs des maisons religieuses,partial,partial,0.00019569187,0,0,0
identities,0,9061,women,France,les femmes,seen,seen,0.691417,1,1,1
identities,0,9069,Muslims,France,aux musulmans de l'arrondissement,partial,partial,0.98055446,1,0,1
identities,0,9138,men,France,hommes,seen,seen,0.9474099,1,1,1
identities,0,9173,women,France,applaudissez suffragettes,unseen,unseen,0.00025829687,0,0,1
identities,0,9202,"people with an immigration background, including immigrants",France,des migrants,seen,seen,0.983593,1,1,1
identities,0,9225,women,France,des femmes,seen,seen,0.98294663,1,1,1
identities,0,9296,Muslims,France,du musulma,partial,partial,0.97886413,1,0,1
identities,0,9313,men,France,les garçons,seen,seen,0.98156595,1,1,1
identities,0,9313,women,France,les filles | les filles,seen | seen,seen,0.9818553,1,1,1
identities,0,9384,women,France,de prostituées | des filles qui commencent à racoler dans les rues à 12 ans,seen | partial,seen,0.9822359,1,1,0
identities,0,9406,women,France,aux femmes toxicomanes,partial,partial,0.9741134,1,1,1
identities,0,9475,women,France,les femmes au foyer,seen,seen,0.9830603,1,1,1
identities,0,9478,women,France,des femmes au foyer,seen,seen,0.98307645,1,1,1
identities,0,9488,women,France,de femmes,seen,seen,0.9580956,1,1,1
identities,0,9513,"people with an immigration background, including immigrants",Germany,Ausländer,seen,seen,0.9800253,1,1,1
identities,0,9525,women,Germany,der Sexarbeiterinnen,seen,seen,0.98259395,1,1,0
identities,0,9531,women,Germany,legale Sexarbeiterinnen,seen,seen,0.9813649,1,1,0
identities,0,9599,women,Germany,jede dritte alleinstehende Neurentnerin,unseen,unseen,0.00011333721,0,0,1
identities,0,9614,Ethnic and racial minorities,Germany,Für schwarze Menschen,seen,seen,0.97051907,1,0,1
identities,0,9625,LGBTQIA+,France,le milieu gay,seen,seen,0.9610855,1,0,1
identities,0,9630,women,France,les femmes | les Françaises | les étrangères | les musulmanes | les autres | les lesbiennes | les hétérosexuelles,seen | unseen | partial | unseen | no_content | partial | unseen,seen,0.87968653,1,1,1
identities,0,9630,cisgender and heterosexuals,France,les hétérosexuelles,seen,seen,0.04350976,0,0,1
identities,0,9630,LGBTQIA+,France,les lesbiennes,partial,partial,0.94043165,1,0,1
identities,0,9630,"people with an immigration background, including immigrants",France,les étrangères,seen,seen,0.033777125,0,0,1
identities,0,9630,Muslims,France,les musulmanes,seen,seen,0.20832647,0,0,1
labor_market_position,0,32,entrepreneurs,Germany,"Unternehmen, die in der Region verwurzelt sind",partial,partial,0.92598814,1,1,1
labor_market_position,0,40,wage and salary earners,Germany,die Mitarbeiter der Terminbörse,partial,partial,0.92365074,1,1,0
labor_market_position,0,59,wage and salary earners,Germany,rund 20 000 Mitarbeitern,seen,seen,0.94544923,1,1,1
labor_market_position,0,100,wage and salary earners,Germany,Menschen,no_content,no_content,0.93691766,1,0,1
labor_market_position,0,108,wage and salary earners,Germany,der Arbeitnehmer,seen,seen,0.94912285,1,1,1
labor_market_position,0,200,unemployed,Germany,dreieinhalb Millionen Arbeitslose,partial,partial,0.93053526,1,1,1
labor_market_position,0,206,entrepreneurs,Germany,"Unternehmen wie wir, die über internationale Kontakte und Einkauf verfügen",partial,partial,0.9579978,1,1,1
labor_market_position,0,239,wage and salary earners,Germany,Gewerkschaften,seen,seen,0.9664571,1,1,1
labor_market_position,0,280,wage and salary earners,Germany,arbeitnehmer,seen,seen,0.93948996,1,0,1
labor_market_position,0,302,entrepreneurs,Germany,"ein Dutzend Firmen, die nur noch mit einem Kurs/Gewinn-Verhältnis (KGV) von zehn gehandelt werden",partial,partial,0.9597282,1,1,0
labor_market_position,0,308,wage and salary earners,Germany,Verdi,seen,seen,0.9366142,1,0,0
labor_market_position,0,343,entrepreneurs,Germany,der Bars | Discotheken,unseen | unseen,unseen,0.30974692,0,1,1
labor_market_position,0,448,entrepreneurs,Germany,Energieunternehmen | fast jede Untergliederung von Gazprom | Ziegeleien | Wasserwerke,partial | unseen | unseen | partial,partial,0.93185127,1,0,0
labor_market_position,0,573,wage and salary earners,Germany,Personal,seen,seen,0.9370482,1,0,0
labor_market_position,0,573,entrepreneurs,Germany,Der gesamte Luftverkehr,partial,partial,0.10623284,0,0,0
labor_market_position,0,708,entrepreneurs,Germany,mehr Anwärter,unseen,unseen,0.030257495,0,1,0
labor_market_position,0,757,entrepreneurs,Germany,solche Betriebe,seen,seen,0.9338045,1,1,0
labor_market_position,0,786,wage and salary earners,Germany,Beschäftigte aus den betroffenen Bereichen,partial,partial,0.93672806,1,0,1
labor_market_position,0,793,wage and salary earners,Germany,Personal,seen,seen,0.9597476,1,1,1
labor_market_position,0,793,unemployed,Germany,Arbeitslosen,seen,seen,0.92973167,1,0,0
labor_market_position,0,804,CEOs and corporate leaders,Germany,dem deutschen Management,partial,partial,0.9383427,1,0,1
labor_market_position,0,840,wage and salary earners,Germany,8400 Mitarbeitern,seen,seen,0.9298208,1,1,1
labor_market_position,0,861,entrepreneurs,Germany,Unternehmens,seen,seen,0.91813433,1,1,0
labor_market_position,0,983,entrepreneurs,Germany,die Bank,seen,seen,0.00088297646,0,1,0
labor_market_position,0,994,entrepreneurs,Germany,einzelnen Unternehmen wie TSMC,partial,partial,0.93500763,1,1,0
labor_market_position,0,1007,entrepreneurs,Germany,Autobauer,partial,partial,0.014845026,0,0,1
labor_market_position,0,1034,CEOs and corporate leaders,Germany,Managerinnen,partial,partial,0.084434375,0,0,1
labor_market_position,0,1070,wage and salary earners,Germany,Tausende Aushilfen,partial,partial,0.026419912,0,0,1
labor_market_position,0,1087,retirees,Germany,der Senioren,seen,seen,0.93995327,1,0,0
labor_market_position,0,1107,entrepreneurs,Germany,Händler,seen,seen,0.0317854,0,1,0
labor_market_position,0,1107,unemployed,Germany,Arbeitslosen,seen,seen,0.91718984,1,0,1
labor_market_position,0,1116,wage and salary earners,Germany,die Mitarbeiterinnen,seen,seen,0.9212956,1,0,1
labor_market_position,0,1183,wage and salary earners,Germany,Die Mitarbeiter in Bochum,partial,partial,0.9503349,1,1,1
labor_market_position,0,1242,wage and salary earners,Germany,unsere Arbeitnehmer,seen,seen,0.95210415,1,1,1
labor_market_position,0,1391,entrepreneurs,Germany,"""normalen"" Automarken wie VW, Seat oder Skoda | Luxus-Marken",partial | partial,partial,0.9316989,1,0,0
labor_market_position,0,1496,entrepreneurs,Germany,der Branche,seen,seen,0.95166326,1,1,0
labor_market_position,0,1579,entrepreneurs,Germany,einer der erfolgreichsten Unternehmer Deutschlands,partial,partial,0.027049456,0,0,1
labor_market_position,0,1643,entrepreneurs,Germany,Geschäften | Firmen,partial | seen,seen,0.8749752,1,1,0
labor_market_position,0,1712,entrepreneurs,Germany,Unternehmen mit hohen  Marktanteilen im digitalen Bereich,partial,partial,0.96702194,1,1,0
labor_market_position,0,1713,entrepreneurs,Germany,Unternehmen,seen,seen,0.8710332,1,1,0
labor_market_position,0,1729,entrepreneurs,Germany,Fintechs,seen,seen,0.8019978,1,0,0
labor_market_position,0,1811,entrepreneurs,Germany,der britischen Finanzbranche,partial,partial,0.95636684,1,0,0
labor_market_position,0,1840,CEOs and corporate leaders,Germany,Vorstandsmitglieder,partial,partial,0.5230573,1,0,1
labor_market_position,0,1903,entrepreneurs,Germany,,,no_span,0.012974574,0,0,0
labor_market_position,0,2048,wage and salary earners,Germany,Die Mitarbeiterinnen,seen,seen,0.876992,1,0,1
labor_market_position,0,2106,entrepreneurs,Germany,Branchen,seen,seen,0.1414647,0,0,0
labor_market_position,0,2252,entrepreneurs,Germany,Fintechs,seen,seen,0.9420279,1,0,1
labor_market_position,0,2258,entrepreneurs,Germany,die hoch gelobte Zertifikate-Branche,partial,partial,0.9709556,1,1,1
labor_market_position,0,2289,entrepreneurs,Germany,die Pharmahersteller,seen,seen,0.9587006,1,0,1
labor_market_position,0,2325,entrepreneurs,Germany,zum Unternehmer | vielen Unternehmen,seen | seen,seen,0.9244339,1,1,1
labor_market_position,0,2479,CEOs and corporate leaders,Germany,der Unternehmenslenker,unseen,unseen,0.92375976,1,0,1
labor_market_position,0,2485,entrepreneurs,Germany,Discountern,seen,seen,0.9509481,1,0,0
labor_market_position,0,2500,wage and salary earners,Germany,reinen Gehaltsempfängern,unseen,unseen,0.0017628015,0,0,1
labor_market_position,0,2530,entrepreneurs,Germany,Autozulieferer | im Bereich Rüstung,partial | partial,partial,0.8709704,1,0,0
labor_market_position,0,2532,entrepreneurs,Germany,der Unternehmen,seen,seen,0.9607592,1,1,0
labor_market_position,0,2545,entrepreneurs,Germany,Unternehmen,seen,seen,0.9462382,1,1,0
labor_market_position,0,2547,entrepreneurs,Germany,andere Unternehmen,seen,seen,0.95626205,1,1,1
labor_market_position,0,2548,entrepreneurs,Germany,Schlachthöfe,unseen,unseen,0.0019997405,0,0,0
labor_market_position,0,2567,entrepreneurs,Germany,Kaufhaus,partial,partial,0.8204067,1,0,0
labor_market_position,0,2635,entrepreneurs,Germany,Unternehmen,seen,seen,0.9290917,1,1,0
labor_market_position,0,2742,entrepreneurs,Germany,"Portale wie ""Mysugardaddy.eu"" oder ""Rubensfans.de""",partial,partial,0.008373764,0,0,0
labor_market_position,0,2758,civil servants,Germany,den Beamten des Finanzministers,partial,partial,0.0104868505,0,0,1
labor_market_position,0,2862,wage and salary earners,Germany,ihre künftigen Mitarbeiter,partial,partial,0.9359701,1,1,0
labor_market_position,0,2862,CEOs and corporate leaders,Germany,Personalchefs,partial,partial,0.25834242,0,0,0
labor_market_position,0,2878,entrepreneurs,Germany,ihrer Öllobby,unseen,unseen,0.023264907,0,0,1
labor_market_position,0,2940,entrepreneurs,France,Aucune société,seen,seen,0.9347653,1,1,1
labor_market_position,0,2952,CEOs and corporate leaders,France,dirigeants,seen,seen,0.03019134,0,1,1
labor_market_position,0,3019,unemployed,France,"de Français sans abri, victimes du chômage, de la pauvreté, de l'exclusion",partial,partial,0.0007715549,0,0,0
labor_market_position,0,3093,entrepreneurs,France,des entreprises,seen,seen,0.9605864,1,1,1
labor_market_position,0,3133,wage and salary earners,France,une main-d'oeuvre spécialisée,partial,partial,0.19726934,0,0,0
labor_market_position,0,3297,entrepreneurs,France,,,no_span,0.9595496,1,1,1
labor_market_position,0,3330,CEOs and corporate leaders,France,aux patrons de ses groupes industriels,partial,partial,0.8904024,1,0,1
labor_market_position,0,3330,entrepreneurs,France,ses groupes industriels,partial,partial,0.90954685,1,0,0
labor_market_position,0,3382,wage and salary earners,France,la CGT.,seen,seen,0.96011364,1,1,1
labor_market_position,0,3406,entrepreneurs,France,aux signataires,unseen,unseen,0.000319077,0,0,0
labor_market_position,0,3424,wage and salary earners,France,syndicales,seen,seen,0.9397117,1,1,1
labor_market_position,0,3424,employers,France,les représentants des organisations officielles patronales,partial,partial,0.87177104,1,0,1
labor_market_position,0,3426,wage and salary earners,France,les secrétaires généraux de la CGT et de la CFDT,partial,partial,0.90721864,1,1,1
labor_market_position,0,3430,entrepreneurs,France,les grandes surfaces | le secteur des industries agroalimentaires | le secteur des industries agroalimentaires,partial | partial | partial,partial,0.941812,1,0,1
labor_market_position,0,3478,entrepreneurs,France,aux petits commerces existants,partial,partial,0.9466815,1,0,1
labor_market_position,0,3591,entrepreneurs,France,,,no_span,0.00024137156,0,0,0
labor_market_position,0,3595,entrepreneurs,France,l'industrie pharmaceutique | l'industrie pharmaceutique,seen | seen,seen,0.93231523,1,1,1
labor_market_position,0,3637,entrepreneurs,France,des plus gros groupes d'élevage,partial,partial,0.0015015139,0,0,0
labor_market_position,0,3640,entrepreneurs,France,les Saoudiens,partial,partial,6.638505e-05,0,0,0
labor_market_position,0,3666,entrepreneurs,France,les entreprises françaises,partial,partial,0.9634239,1,1,1
labor_market_position,0,3693,wage and salary earners,France,le syndicat,seen,seen,0.96541816,1,1,1
labor_market_position,0,3705,entrepreneurs,France,des entreprises,seen,seen,0.9627079,1,1,1
labor_market_position,0,3732,entrepreneurs,France,Les petits commerces | Les petits commerces | des réseaux de franchise,seen | seen | partial,seen,0.95754987,1,0,1
labor_market_position,0,3813,wage and salary earners,France,Le personnel des grandes firmes européennes,partial,partial,0.9466144,1,1,1
labor_market_position,0,3813,entrepreneurs,France,,,no_span,0.7736316,1,0,0
labor_market_position,0,3824,entrepreneurs,France,de fabricants concurrents,partial,partial,0.94103354,1,0,1
labor_market_position,0,3849,CEOs and corporate leaders,France,les nouveaux dirigeants de KirchMedia | ceux de la chaîne à péage en difficulté de Kirch,partial | partial,partial,0.88536793,1,1,1
labor_market_position,0,3904,entrepreneurs,France,,,no_span,0.94126296,1,1,1
labor_market_position,0,3910,entrepreneurs,France,des entreprises qui recrutent,partial,partial,0.8967601,1,1,0
labor_market_position,0,3910,unemployed,France,Les chômeurs,seen,seen,0.95949274,1,1,1
labor_market_position,0,3928,wage and salary earners,France,200 personnes,no_content,no_content,0.0133203715,0,0,1
labor_market_position,0,3966,wage and salary earners,France,Les soixante-dix-sept grévistes,seen,seen,0.0015340748,0,0,1
labor_market_position,0,4029,entrepreneurs,France,les commerçants,seen,seen,0.96073437,1,1,1
labor_market_position,0,4052,employers,France,du CNPF | patronal,partial | seen,seen,0.052630033,0,0,1
labor_market_position,0,4066,CEOs and corporate leaders,France,Les sept groupes | aux cadres,partial | partial,partial,0.052935712,0,0,0
labor_market_position,0,4066,entrepreneurs,France,,,no_span,8.248135e-05,0,0,0
labor_market_position,0,4129,CEOs and corporate leaders,France,le conseil d'administration de Vivendi,partial,partial,0.023714352,0,0,0
labor_market_position,0,4184,entrepreneurs,France,les firmes dont ils détiennent des titres,partial,partial,0.9077093,1,0,0
labor_market_position,0,4210,entrepreneurs,France,,,no_span,0.9390039,1,0,1
labor_market_position,0,4215,wage and salary earners,France,l'employé,seen,seen,0.43665704,0,0,1
labor_market_position,0,4242,wage and salary earners,France,main-d'oeuvre,partial,partial,0.1252105,0,0,0
labor_market_position,0,4252,entrepreneurs,France,des entreprises,seen,seen,0.9569312,1,1,0
labor_market_position,0,4262,retirees,France,retraités,seen,seen,0.0038199376,0,0,1
labor_market_position,0,4279,wage and salary earners,France,les leaders syndicaux | les syndicats | FSU | Unsa | CGT | CFDT,partial | seen | unseen | partial | seen | seen,seen,0.9065121,1,1,1
labor_market_position,0,4284,wage and salary earners,France,les employés,seen,seen,0.9587227,1,1,1
labor_market_position,0,4318,civil servants,France,les fonctionnaires,seen,seen,0.91638964,1,1,1
labor_market_position,0,4322,entrepreneurs,France,Les groupes de la haute technologie,partial,partial,0.1451115,0,0,1
labor_market_position,0,4342,entrepreneurs,France,les constructeurs,seen,seen,0.9529905,1,1,1
labor_market_position,0,4344,entrepreneurs,France,des entreprises,seen,seen,0.9561743,1,1,0
labor_market_position,0,4369,wage and salary earners,France,certains salariés,seen,seen,0.9650702,1,1,1
labor_market_position,0,4397,entrepreneurs,France,les industriels américains | des entreprises chinoises,partial | seen,seen,0.9290879,1,1,1
labor_market_position,0,4428,entrepreneurs,France,Les constructeurs automobiles | les autres industries exportatrices,seen | partial,seen,0.95440316,1,1,1
labor_market_position,0,4467,entrepreneurs,France,l'entreprise | les sociétés chargées du recrutement,seen | partial,seen,0.891004,1,1,1
labor_market_position,0,4467,unemployed,France,de bons candidats,partial,partial,7.5008495e-05,0,0,0
labor_market_position,0,4496,civil servants,France,les fonctionnaires,seen,seen,0.9118502,1,1,1
labor_market_position,0,4532,employers,France,aux patrons,seen,seen,0.9317009,1,1,1
labor_market_position,0,4564,wage and salary earners,France,syndica,seen,seen,0.95954925,1,1,1
labor_market_position,0,4564,employers,France,patronat,seen,seen,0.88595,1,1,1
labor_market_position,0,4612,entrepreneurs,France,Les commerçants du centre-ville,partial,partial,0.95903826,1,1,1
labor_market_position,0,4629,CEOs and corporate leaders,France,tous les dirigeants,seen,seen,0.5776837,1,1,1
labor_market_position,0,4684,employers,France,L'organisation patronale,seen,seen,0.85862935,1,0,1
labor_market_position,0,4703,wage and salary earners,France,la majorité des salariés,partial,partial,0.9646989,1,1,1
labor_market_position,0,4748,entrepreneurs,France,,,no_span,0.9606706,1,1,1
labor_market_position,0,4776,wage and salary earners,France,syndicat professionnel,partial,partial,0.9138833,1,1,0
labor_market_position,0,4788,entrepreneurs,France,des entreprises,seen,seen,0.9126683,1,1,0
labor_market_position,0,4809,entrepreneurs,France,des entreprises,seen,seen,0.9615676,1,1,0
labor_market_position,0,4862,entrepreneurs,France,du secteur industriel,seen,seen,0.86349237,1,0,0
labor_market_position,0,4878,entrepreneurs,France,d'autres entreprises,seen,seen,0.93263054,1,1,1
labor_market_position,0,4883,wage and salary earners,France,d'un employeur | Les syndicats,unseen | seen,seen,0.95960844,1,1,1
labor_market_position,0,4896,entrepreneurs,France,aux industriels,seen,seen,0.95755064,1,0,1
labor_market_position,0,4903,wage and salary earners,France,jeunes,partial,partial,0.020723542,0,0,0
labor_market_position,0,4974,wage and salary earners,France,les personnels,seen,seen,0.9246713,1,0,1
labor_market_position,0,5034,employers,France,servit les grands « patrons,partial,partial,0.118380226,0,1,0
labor_market_position,0,5048,wage and salary earners,France,les organisations,partial,partial,0.0033753258,0,0,0
labor_market_position,0,5051,wage and salary earners,France,des salariés du privé,seen,seen,0.94421977,1,1,1
labor_market_position,0,5051,civil servants,France,des fonctionnaires,seen,seen,0.9167085,1,1,1
labor_market_position,0,5051,unemployed,France,des chômeurs,seen,seen,0.926495,1,1,1
labor_market_position,0,5051,retirees,France,des retraités,seen,seen,0.024601744,0,0,1
labor_market_position,0,5089,entrepreneurs,France,"des entreprises prestigieuses de la mode, du luxe, de la communication ou de l'audiovisuel",partial,partial,0.8816875,1,1,0
labor_market_position,0,5122,wage and salary earners,France,syndicats,seen,seen,0.952919,1,1,1
labor_market_position,0,5122,employers,France,patronat,seen,seen,0.88106924,1,1,1
labor_market_position,0,5160,wage and salary earners,France,les employés de chaque structure,partial,partial,0.9551645,1,1,1
labor_market_position,0,5199,wage and salary earners,France,La CGT,seen,seen,0.9664574,1,1,1
labor_market_position,0,5220,wage and salary earners,France,Les syndicats,seen,seen,0.96480757,1,1,1
labor_market_position,0,5332,wage and salary earners,France,des salariés,seen,seen,0.9512456,1,1,1
labor_market_position,0,5332,unemployed,France,de chômeurs,seen,seen,0.93834823,1,1,1
labor_market_position,0,5417,entrepreneurs,France,139 entreprises non rentables,partial,partial,0.88441414,1,1,0
labor_market_position,0,5419,wage and salary earners,France,syndicalistes,seen,seen,0.95032865,1,0,1
labor_market_position,0,5419,civil servants,France,hauts fonctionnaires,seen,seen,0.877951,1,1,1
labor_market_position,0,5419,employers,France,patrons,seen,seen,0.13138881,0,1,1
labor_market_position,0,5425,entrepreneurs,France,commerçants,seen,seen,0.9093458,1,1,1
labor_market_position,0,5426,entrepreneurs,France,nos entreprises | celles des pays produisant sans protection sociale et environnementale,seen | partial,seen,0.93855715,1,1,1
labor_market_position,0,5445,housewives and househusbands,France,des femmes au foyer,seen,seen,0.9334749,1,1,1
labor_market_position,0,5508,entrepreneurs,France,d'actionnaires américains,partial,partial,0.0014304467,0,0,0
