hypothesis_label,bucket,prob_entail,premise,outlet,year
disabled people,false_negative,0.991,"Elles donneront les moyens tout en posant des principes nouveaux, par exemple, ceux de promptitude et de certitude pour les décisions judiciaires, à rendre dans des délais précis, avec des sanctions appliquées et une pré-indemnisation immédiate des victimes.---L'égalité mettra fin, entre autres, à la fracture territoriale entre les villes et les campagnes par une ordonnance sur la ruralité restaurant, dans les villages et les rivages, les grands services publics (écoles, postes, hôpitaux, voies ferrées secondaires...), assurant la parité des retraites agricoles qui ne seront plus aux minima honteux de 440 euros mensuels et surtout exonérant de toute charge fiscale et sociale les agriculteurs et les pêcheurs.---La fraternité va être assurée pour les plus faibles, malades, handicapés et 4e âge, par une ordonnance de générosité, comme Alain Juppé, lui, avait fait les ordonnances d'austérité.---Non seulement des mesures amèneront enfin nos hôpitaux au niveau de nos voisins européens, en grands équipements modernes de diagnostic, mais seront créées les maisons de vie adaptées pour les 4e âge, avec la formation des professions nouvelles pour la nouvelle économie du vieillissement.---Redonner à la société française de solides fondations exige une démographie en expansion.",Figaro,2002.0
disabled people,true_positive,0.997,"Un autre forum citoyen se tient dans le hall 2-1 : parents/ados, mode d'emploi sous le haut patronage de Ségolène Royal, ministre déléguée à la Famille, à l'enfance et aux handicapés.",Figaro,2002.0
disabled people,true_positive,0.995,"---  Feste Mitglieder sollen sein die Behindertenbeauftragte des Landkreises, der Bezirksrat, Vertreter des Kreistages und spartenmäßig Delegierte der Kommunen oder involvierter Fachverbände, wie Landrat Martin Bayerstorfer bei dem Pressegespräch zur Besetzung sagte.",SZ,2015.0
disabled people,true_positive,0.997,Un parking et un accueil spécial sont réservés aux handicapés.,Figaro,2002.0
disabled people,true_positive,0.994,"Kaum zu glauben, denn die Bilder mit den aus ganzen Herzen lachenden Fotomodels machen gute Laune und Lust zum Mitlachen.---  Die Fotografin Josée Lamarre hat die Menschen mit Down-Syndrom in ihrem Alltag fotografiert.",SZ,2016.0
disabled people,true_positive,0.996,"Für alle anderen Länder: The New York Times Licensing, Simone Daley, Mail: ---Deutsche Blindenstudienanstalt e. V., Telefon: 06421 606265; elektronische Version: Frankfurter Stiftung für Blinde, Telefon: 069 9551240---Inland: 52 Ausgaben   306,80, Studenten Inland: 52 Ausgaben   202,80, Auslandspreise unter ---Mo.",Spiegel,2023.0
disabled people,true_positive,0.997,"Als da wären die Schaffung und Weiterentwicklung individueller Angebote für Menschen mit Behinderung; Barrierefreiheit in allen Bereichen; Vernetzung und gegenseitiger Austausch; Unterstützung von Selbsthilfegruppen und Angehörigen; Eingliederung von Behinderten in das Schul- und Arbeitsleben und natürlich eine offensive Öffentlichkeitsarbeit.---  Der ,,Teilhabebeirat"" soll also bereits in der Schule tätig werden, die behinderten Menschen im Arbeitsleben unterstützen und auch dann noch betreuen, wenn sie im Seniorenalter sind.",SZ,2015.0
men,false_positive,0.997,Nous voyons trop souvent des meneurs interpellés dix fois être régulièrement relâchés sans réelle sanction.,Parisien,2000.0
men,false_positive,0.997,"Nous, les journalistes, sommes ici pour raconter des histoires d'hommes, avant celles de sportifs.",Figaro,2002.0
men,false_positive,0.997,"Doch mittlerweile sind die Bewohner alt geworden,  und die Jungen ziehen das Leben im Hochhaus den einfachen, dicht aneinander gedrängten Häuschen vor.",FAZ,2021.0
men,false_positive,0.997,"DIE ZEIT: Unser Karikaturist Luis Murschetz hat die Lage der SPD vergangene Woche so gezeichnet: Der erste Mann, mit der ganzen Führungsgruppe dicht hinter sich im Rücken, steht am Rande des Abgrunds.",Zeit,1995.0
men,false_positive,0.996,"En effet, liberté entière est donnée aux conférences épiscopales - et même aux supérieurs des maisons religieuses et aux simples curés - de modifier la loi en l'adaptant aux hommes et aux circonstances",Monde,2003.0
men,false_positive,0.997,"Longtemps j'ai cru qu'un Algérien était d'abord un fils de héros, si ce n'est un héros lui-même.",Mediapart,2011.0
men,false_negative,0.002,"Liga nicht mehr.---Die erfahrenen Stammkräfte wie Daniel Heuer Fernandes (29), Sebastian Schonlau (28), Moritz Heyer (27), Jonas Meffert (28) oder Robert Glatzel (28) sind bodenständige, gute Typen.---Auf der Tribüne spüren die Fans, wie die Profis ihre Mannschaft leben.",Bild,2022.0
men,false_negative,0.002,"Wem der Sinn nach einem Horrortrip steht, dem sei »Gesang der Jünglinge« von Karlheinz Stockhausen ans Herz gelegt.",Spiegel,2023.0
men,false_negative,0.992,"26,3 % des hommes âgés de 20 à 39 ans disent ne pas vouloir de descendance.",Liberation,2000.0
men,false_negative,0.028,"Depuis, les frontières redessinées de ces confins européens ont remis chacun chez soi : Polonais et Polonaises d’un côté, Ukrainiennes et Ukrainiens de l’autre.",Mediapart,2022.0
men,false_negative,0.989,"Denn Frauenleben sind stärker von Brüchen und Wandel geprägt, als die der Männer; Frauen müssen, bedingt durch Mutterschaft oder Pflege, diverse Rollen erfüllen und sich öfter neu erfinden - jedenfalls, solange man sich in einer ,,Gleichberechtigungs-Übungsphase' befinde, wie Zewe sagt, die vor knapp zwei Jahren nach München gezogen ist.",SZ,2018.0
men,false_negative,0.989,"Aux missiles « intelligents » (dirigés par lasers) capables de frappes « localisées » de grande profondeur, aux satellites capables de détecter des cibles avec une résolution de 2 mètres, aux systèmes électroniques d’information et de communication de plus en plus performants, aux extraordinaires moyens de digitalisation et de simulation du champ de bataille, s’ajoutent les armes non létales = c’est-à-dire destinées à paralyser les équipements et les hommes sans pour autant les tuer.",MondeDiplo,1998.0
men,true_positive,0.994,"Les conférences de réconciliation échouent, de fugaces accords sont violés tandis que des centaines de milliers d'hommes, de femmes et d'enfants meurent de faim.",Monde,1995.0
men,true_positive,0.997,Daher sind einmal im Monat nun ausdrücklich alle außer cis Männern eingeladen.,Spiegel,2023.0
men,true_positive,0.997,"Sie lasse manche Frauen Welt einteilen: in verletzungsoffene, vergewaltigbare Menschen mit Vulvaöffnung auf der einen Seite   und verletzungsmächtige, potenziell vergewaltigende Menschen mit Penis auf der anderen.",Spiegel,2023.0
men,true_positive,0.997,"Die Herren, Frauen waren keine zugegen, stellten einen ,,Aufruf zu einer Leit- und Rahmenkultur' vor.",SZ,2016.0
men,true_positive,0.997,"»Das ist nur dann anders, wenn die Regisseurin oder der Regisseur mit dem Stoff auch die eigene Zeit und ihre Themen verhandelt.«---Das zentrale Thema des Films »Jeanne du Barry« ist der Kampf der Heldin gegen eine Welt voller heißblütiger weiblicher Aggression und zynisch-kühler männlicher Arroganz.",Spiegel,2023.0
men,true_positive,0.997,"L’éducation des garçons y est consacrée, tandis que celle des filles inclut un enseignement laïque qui permettra à la future épouse d’être le seul soutien économique de la famille.",MondeDiplo,2013.0
multiple (or other) religious or minority groups,false_positive,0.948,"Als der Bundeskanzler plötzlich von ""Compassion""  sprach, ahnten Harpprechts Freunde, wer Brandt das Wort aus dem Vokabular amerikanischer Baptisten in den Mund gelegt hatte.",FAZ,2021.0
multiple (or other) religious or minority groups,false_positive,0.785,"Ce qui était faux, même s'ils n'avaient pas été aussi actifs que les Juifs d'Europe de l'Est.",Mediapart,2009.0
multiple (or other) religious or minority groups,false_positive,0.963,Quiconque s'en prend à une synagogue ne dira jamais qu'il l'a fait parce qu'il en veut aux juifs.,Figaro,2002.0
multiple (or other) religious or minority groups,false_positive,0.971,"Cas singulier dans le Monde arabe, la coexistence pacifique entre les communautés juive et musulmane est aujourd'hui mise à l'épreuve par la crise au Proche-Orient.",Figaro,2002.0
multiple (or other) religious or minority groups,false_positive,0.918,"Un important groupe — de rudes bédouins, souvent illettrés, en provenance du nord de la Syrie — se tailla une réputation particulièrement mauvaise, et les autochtones, aussi bien chiites que sunnites, leur imputèrent toutes sortes de méfaits.",MondeDiplo,2001.0
multiple (or other) religious or minority groups,false_positive,0.718,"On peut donc affirmer, sans crainte d’être démenti, que, des siècles durant, la Voie lactée servit de guide aux pèlerins de l’inconnu qui accouraient des quatre points cardinaux, toujours vers l’ouest, jusqu’à une terre dont le nom peut soit venir du grec kakhos (beau), soit avoir des racines celtes qui évoquent les « excellentes montagnes » aussi bien que le « parage aux loups ».",MondeDiplo,1999.0
multiple (or other) religious or minority groups,false_negative,0.001,Réussir à faire participer minorités et « voix marginalisées » constitue un défi pour Occuper Wall Street.,MondeDiplo,2012.0
multiple (or other) religious or minority groups,false_negative,0.003,"Pour des raisons peut-être culturelles, cette minorité se cache. '",Figaro,2002.0
multiple (or other) religious or minority groups,false_negative,0.007,"Raisonner en termes de valeur et de morale de classe donne à voir comment des groupes stigmatisés vivent et font avec des stéréotypes (le genre, l’appartenance territoriale, migratoire ou ethnique, générationnelle) qui se combinent, se superposent et s’articulent avec la dimension hiérarchisée des rapports de classe, y compris lorsque cette dernière est largement euphémisée, voire déniée dans la compréhension qu’en ont les agents sociaux.",Mediapart,2021.0
multiple (or other) religious or minority groups,false_negative,0.006,"Après tout, pour les croyants, croire en Dieu, c'est l'espérer tellement fort que ça tient lieu de foiJEAN D'ORMESSON",Figaro,2008.0
multiple (or other) religious or minority groups,false_negative,0.683,"Für viele Gläubige wird er vielmehr zu einem einzigen, selbst auferlegten Martyrium.",Welt,2008.0
multiple (or other) religious or minority groups,false_negative,0.001,Nous voulons que la création d'entreprises par des entrepreneurs issus des minorités soit favorisée.,Monde,2007.0
multiple (or other) religious or minority groups,true_positive,0.863,"En effet, liberté entière est donnée aux conférences épiscopales - et même aux supérieurs des maisons religieuses et aux simples curés - de modifier la loi en l'adaptant aux hommes et aux circonstances",Monde,2003.0
multiple (or other) religious or minority groups,true_positive,0.912,"Wenn man so will, ist das Hamam einer jener sogenannten Safe Spaces für marginalisierte Menschen, für die progressive Gruppen sonst kämpfen.---Aber was, wenn die eine diskriminierte Gruppe die andere ausschließt?---Bei dem Vorfall sollen sich mehrere Besucherinnen über die nackte trans Frau beschwert haben, andere hätten sich mit ihr solidarisiert.",Spiegel,2023.0
multiple (or other) religious or minority groups,true_positive,0.934,"Es geht zum Beispiel darum, über gemeinsame Werte Verbindungen zu schaffen zwischen religiösen und nichtreligiösen Menschen.",FAZ,2021.0
multiple (or other) religious or minority groups,true_positive,0.967,"Erschöpft, aber glücklich, gehen die Gläubigen danach bergab zu den Ständen, wo sie sich endlich mit /Reisgerichten und Getränken stärken dürfen, wo sich viele - vom schreienden Baby bis zum zerknitterten Großvater - von Open-Air-Friseuren wie am Fließband ruck, zuck vor aller Augen die Schädel kahl scheren lassen.---Als dann gegen zehn Uhr die Sonne schon heiß vom Himmel brennt, ist der Höhepunkt der Prozession vorbei, zerstreut sich die Menge.",Welt,2008.0
multiple (or other) religious or minority groups,true_positive,0.989,"Wie kann es sein, dass eine aufgeklärte Gesellschaft wie unsere nicht abgeklärter auf das Selbstbestimmungsgesetz reagiert?---In der Vergangenheit, antwortet Herrn, hätten sich Minderheiten in die Mehrheitsgesellschaft eingepasst, »bis hin zur Unsichtbarkeit«.",Spiegel,2023.0
multiple (or other) religious or minority groups,true_positive,0.997,"Le contrôle des minorités et des affaires religieuses, autrefois sous la responsabilité de diverses administrations, mais aussi d’associations religieuses dites « représentatives », est désormais passé sous celle du très centralisateur département du travail du Front uni du Parti (15).",MondeDiplo,2019.0
"people with an immigration background, including immigrants",false_positive,0.996,"Cette exposition nous entraîne vers cet état brumeux et montagneux du Mexique où le premier jour de l'année 1994, les indiens, méprisés, humiliés, ont crié leur dignité.",Parisien,2000.0
"people with an immigration background, including immigrants",false_positive,0.995,"La ligne Dakar-Bamako fut achevée en 1923, au terme d’un travail très difficile pour lequel les colons importèrent toute une population d’ouvriers burkinabés, réduits au rang d’esclaves.",MondeDiplo,2007.0
"people with an immigration background, including immigrants",false_positive,0.995,"« Plus jamais les Biélorusses ne voudront vivre sous [ce] pouvoir », a-t-elle martelé.

Vendredi, le premier ministre polonais, Mateusz Morawiecki, a annoncé devant le Parlement l’octroi d’une enveloppe de 11 millions d’euros pour aider les Biélorusses à obtenir des visas, financer leur installation en Pologne et soutenir les médias indépendants et les organisations non gouvernementales en Biélorussie",Monde,2021.0
"people with an immigration background, including immigrants",false_positive,0.996,"In diesem Sinne verstand Geiger die Öffnung der klandestinen Archive: als ""Beitrag zum Rechtsfrieden"", als einen Schritt, der ""nicht Vergeltung gegenüber den Tätern, sondern Klarheit und Aufklärung für die Opfer"" bringen solle.",Zeit,1995.0
"people with an immigration background, including immigrants",false_positive,0.996,Gemeinsam mit ihren Integrationspaten vom Arbeitskreis Asyl bemühen sie sich nach Kräften.,SZ,2016.0
"people with an immigration background, including immigrants",false_positive,0.996,"Les juifs ne souffrent pas, ou beaucoup moins, de discriminations institutionnelles, sont réputés être davantage présents dans les médias que les Arabes, les Asiatiques ou les Roms, et mieux organisés en matière de prise de parole communautaire.",Mediapart,2018.0
"people with an immigration background, including immigrants",false_negative,0.987,Rund 250 000 flüchteten aus ihren Wohngebieten.,Welt,2008.0
"people with an immigration background, including immigrants",false_negative,0.004,"Viele Fußballer mit multinationalen Wurzeln entscheiden sich in solchen  Fällen nicht emotional, sondern rational: Wo hat man größere Chancen, eine WM oder EM zu spielen, ja einen Titel zu gewinnen?",FAZ,2021.0
"people with an immigration background, including immigrants",false_negative,0.994,Bei Bedarf könnten bis zum Herbst etwa 1000 Klassen dazukommen.---  Die älteren Flüchtlinge zwischen 16 und 21 werden zwei Jahre lang in speziellen Klassen an den Berufsschulen unterrichtet und sollen im Idealfall danach fit für eine Ausbildung sein - oder mit speziellen Kursen weiter unterstützt werden.,SZ,2016.0
"people with an immigration background, including immigrants",false_negative,0.991,"Plus de 1 162 personnes, pour la plupart syriennes, ont ainsi tenté la traversée maritime avec des passeurs entre janvier 2020 et fin mai 2021, dont plus de 414 au cours des cinq premiers mois de 2021, selon les statistiques du UNHCR communiquées à la presse locale.",Mediapart,2021.0
"people with an immigration background, including immigrants",false_negative,0.021,"Auf scharfe Kritik stieß zudem Erdoğans jüngster Appell an türkischstämmige Bürger in Deutschland, weder CDU noch SPD oder Grüne zu wählen.",SZ,2017.0
"people with an immigration background, including immigrants",false_negative,0.993,"""Sie nutzen unsere Expertise, um die Immobilien gleich an Ausländer zu veräußern.""",Welt,2008.0
"people with an immigration background, including immigrants",true_positive,0.995,"--- Die Grundbesitzer bekämen für jeden Flüchtling etwas bezahlt, erzählt auch die Kioskverkäuferin, die morgens, wenn sie um kurz vor sieben Uhr ihren Laden aufsperrt, erst die Motorräder und dann die Busse mit den Flüchtlingen zum Strand fahren sieht.",SZ,2016.0
"people with an immigration background, including immigrants",true_positive,0.995,Niemand spricht heute von einem Flüchtlingsstrom aus China in die reiche Welt.,FAZ,2021.0
"people with an immigration background, including immigrants",true_positive,0.997,"Über Rücktritte an den Parteispitzen und Neuwahlen wird nun spekuliert.---  Die FPÖ, die auch bei Umfragen zur politischen Stimmung im Land zuletzt regelmäßig klar vorn lag, profitiert offenbar von der Ablehnung einer wachsenden Zahl von Österreichern gegenüber der europäischen beziehungsweise deutschen Flüchtlingspolitik.",SZ,2016.0
"people with an immigration background, including immigrants",true_positive,0.995,"Der Mann, der seit fünf Jahren eine Abteilung leitet, die sich ausschließlich mit der Verfolgung jugendlicher und heranwachsender Intensivtäter befasst, einem Vorzeigeprojekt der Berliner Justiz, wird von Juristenkollegen als ""geistiger Brandstifter"" bezeichnet, weil er Ressentiments gegen Ausländer schüre.",Welt,2008.0
"people with an immigration background, including immigrants",true_positive,0.995,"Mak sprach mit sozial Deklassierten und Depravierten, die buchstäblich von der Hand in den Mund lebten, mit Zuwanderern aus der Osttürkei.",Welt,2008.0
"people with an immigration background, including immigrants",true_positive,0.993,"5 Place du Châtelet (IVe) : à 17 heures, rassemblement de sans-papiers à l'appel du Collectif la Maison des ensembles.",Parisien,2000.0
women,false_positive,0.997,Les prostituées sont son «seul plaisir».,Liberation,2000.0
women,false_positive,0.997,"En 2021, comme aux débuts de l’épidémie, le sida continue de toucher de manière disproportionnée les hommes gays et bisexuels, les travailleurs et travailleuses du sexe, les personnes transgenres, les personnes usagères de drogues injectables, les migrants.",Monde,2021.0
women,false_positive,0.994,"Wenn man so will, ist das Hamam einer jener sogenannten Safe Spaces für marginalisierte Menschen, für die progressive Gruppen sonst kämpfen.---Aber was, wenn die eine diskriminierte Gruppe die andere ausschließt?---Bei dem Vorfall sollen sich mehrere Besucherinnen über die nackte trans Frau beschwert haben, andere hätten sich mit ihr solidarisiert.",Spiegel,2023.0
women,false_positive,0.997,"»Und nun treten auch noch trans Personen in die Öffentlichkeit, die sich geschlechtlich gewissermaßen selber engineeren.« Das könne bei manchen Menschen ein Unbehagen auslösen.---In Serien und Shows werden trans Personen gern sexy inszeniert, sehr schillernd, sehr selbstbestimmt.",Spiegel,2023.0
women,false_positive,0.997,"Das ist so in Schuh­läden und ­Modeboutiquen, oft auch im ­Sortiment von Spielwarengeschäften, auf Restaurant-, Klub- und Schultoiletten, in Schwimmbadum­kleiden, bei Sportwettkämpfen, bei Preisverleihungen an Schauspieler und Schauspielerinnen, in der Begrüßungsfloskel öffentlicher Reden, in der Anrede von Briefen.---Das müsste vielleicht nicht so sein, aber es ist so.",Spiegel,2023.0
women,false_positive,0.996,Die Kommunistische Partei begreift Feminismus als potenziell aufrührerische Ideologie.,Spiegel,2023.0
women,false_negative,0.992,"Il émane de la première Enquête nationale sur les violences envers les femmes en France (Enveff), réalisée en 2000, qui a montré que c’était dans leur vie de couple que les femmes adultes subissaient le plus de violences physiques, psychologiques et sexuelles (12).",MondeDiplo,2005.0
women,false_negative,0.986,"Ich kenne keine andere Schauspielerin, die seit Jahrzehnten in Theatern und Schulen liest - gegen Rassenhass, Fremdenfeindlichkeit, Antisemitismus, die Verbrechen der Nazis und für Menschenrechte, ein gutes Verhältnis zwischen Juden und Deutschen.",Welt,2008.0
women,false_negative,0.992,"Die Geste des Haare-Schneidens geht mittlerweile um Welt, auch Promi-Frauen zeigen so ihre Solidarität mit den unterdrückten Frauen im Iran.---""Für die Freiheit"", erklärt die französische Schauspielerin Juliette Binoche (58, ""Chocolat"") schlicht, als sie sich vor der Kamera mit einer Schere ein großes Stück Haare abschneidet.---Die Oscar-Preisträgerin hat gemeinsam mit ihren Kolleginnen Marion Cotillard (47, ""La vie en rose""), Isabelle Huppert (69, ""Elle"") und Charlotte Rampling (76), sowie der belgischen Sängerin Angèle (26) ein Video veröffentlicht, das auf die verheerende und frauenfeindliche Situation im Iran aufmerksam macht.---Alle Stars lassen darin Haare fallen, begleitet von den musikalischen Klängen des italienischen Protestlieds ""Bella ciao"" in Farsi.",Bild,2022.0
women,false_negative,0.993,"« Il y a un consensus au niveau international pour reconnaître que ce texte est très avancé par rapport au droit constitutionnel international, que ce soit sur la question paritaire, les droits des femmes, les droits des peuples autochtones et l’urgence écologique », souligne Emmanuelle Barozet, chercheuse au sein du Centre d’études du conflit et de la cohésion sociale (COES) de l’université du Chili.",Mediapart,2022.0
women,false_negative,0.993,---Die Zahl erstmalig ärztlich behandelter Adipositas-Fälle sei bei den Jungen im Jugendalter um mehr als die Hälfte und bei den Mädchen im Grundschulalter um knapp ein Drittel gestiegen.---Ausgewertet wurden ambulante und stationäre Behandlungsdaten von rund 19 000 Kindern und Jugendlichen in den Jahren 2018 bis 2021.,Bild,2022.0
women,false_negative,0.006,Elle montre un risque de troubles neuro-comportementaux précoces qui peut être multiplié par 10 pour un enfant dont la mère a pris ce médicament contre l’épilepsie pendant sa grossesse.,Liberation,2001.0
women,true_positive,0.997,"Alle Zweifel, Umwege, Lügen seiner Helden und Heldinnen entspringen der Ungewißheit bei der Suche nach der/dem anderen, die/der ""passen"" würde wie die mythische ""andere Hälfte"", die zur Ganzheit fehlt.",Zeit,1995.0
women,true_positive,0.995,"---Erschütterndster Bericht---Zu Fernsehbildern aus dem Iran meldet die in Teheran geborene ""Zeit""-Journalistin betroffen: ""Was jetzt passiert, ist, dass wirklich 13-, 14-jährige Mädchen auf die Straße gehen, unverschleiert, und rufen: Tod dem Diktator!",Bild,2022.0
women,true_positive,0.996,"Catch (58), 90s-Ikone Haddaway (57) und sogar Jürgen Drews (77) um ein Comeback.---Unter den Kandidaten war auch Coolio, der für einen Mini-Skandal sorgte, als er die Jury wegen ihrer Kritik an seiner Performance anranzte.---Coolios handfester ""Promi Big Brother""-Skandal---Apropos Skandal: Gar nicht gut zu sprechen auf den Rapper waren 2009 die Zuschauer und Produzenten der US-Ausgabe von ""Promi Big Brother"": Dort benahm sich der ""Gangsta's Paradise""-Star - gelinde gesagt - wie eine offene Hose.---In der Sendung fiel Coolio immer wieder durch frauenfeindliche und sexistische Äußerungen auf.",Bild,2022.0
women,true_positive,0.995,"C'est un grand paresseux actif et doué du siècle dernier, qui sait que les femmes sont presque toutes provisoires et que les SDF travaillent parfois pour la police.---Love and Stress de Marco Koskas Robert Laffont, 18,10 EUR.",Figaro,2002.0
women,true_positive,0.997,Während eines Eishockeyspiels der Frauen-Bundesliga ist in der Memminger Eissporthalle giftiges Kohlenmonoxid ausgetreten.,Bild,2022.0
women,true_positive,0.995,"Und dennoch geschieht all dies in seinem Riesenreich, ist die Qual der Frauen alltäglich.",Zeit,1995.0
